uniqueID,drugName,condition,review,rating,date,usefulCount,review_length,word_count
4115,Saxenda,Obesity,Great results overall. I was prescribed Saxenda for obesity.,10,"March 21, 2017",159,60,9
1856,Montelukast,Allergies,It works okay but nothing spectacular. I was prescribed Montelukast for allergies.,4,"August 03, 2018",36,82,12
4758,Ambien,Insomnia,Highly recommend to anyone dealing with this condition. I was prescribed Ambien for insomnia.,9,"October 23, 2018",24,93,14
1981,Doxycycline,Pneumonia,Caused severe headaches and nausea. I was prescribed Doxycycline for pneumonia.,3,"April 16, 2017",100,79,11
3234,Levofloxacin,Pneumonia,Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Levofloxacin for pneumonia.,10,"August 07, 2016",113,114,17
3909,Lamotrigine,Bipolar Disorder,I noticed improvement within the first week. I was prescribed Lamotrigine for bipolar disorder.,7,"February 18, 2017",27,95,14
4985,Doxycycline,Acne,Works well with minimal side effects. I was prescribed Doxycycline for acne.,7,"November 08, 2021",8,76,12
3329,Ortho Tri-Cyclen,Birth Control,Gained significant weight while on this medication. I was prescribed Ortho Tri-Cyclen for birth control.,3,"November 29, 2016",10,104,15
1531,Adderall,ADHD,Average medication. Does what it is supposed to do. I was prescribed Adderall for adhd.,6,"April 12, 2015",102,87,15
1411,Lamotrigine,Bipolar Disorder,Works well with minimal side effects. I was prescribed Lamotrigine for bipolar disorder.,9,"October 20, 2022",47,88,13
4295,Nitrofurantoin,UTI,Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Nitrofurantoin for uti.,9,"December 01, 2019",198,110,17
4649,Propranolol,Migraine,Terrible side effects made me stop taking it. I was prescribed Propranolol for migraine.,1,"January 04, 2017",94,88,14
84,Amoxicillin,Pneumonia,Some improvement but still dealing with symptoms. I was prescribed Amoxicillin for pneumonia.,4,"October 27, 2016",45,93,13
869,Albuterol,Asthma,Great results overall. I was prescribed Albuterol for asthma.,7,"July 07, 2017",186,61,9
2351,Bupropion,Depression,Works well with minimal side effects. I was prescribed Bupropion for depression.,8,"February 06, 2020",80,80,12
21,NuvaRing,Birth Control,Great results overall. I was prescribed NuvaRing for birth control.,9,"May 08, 2022",127,67,10
3425,Lisinopril,High Blood Pressure,Gained significant weight while on this medication. I was prescribed Lisinopril for high blood pressure.,1,"November 19, 2019",143,104,15
2796,Ezetimibe,High Cholesterol,The drowsiness was unbearable. Could not function normally. I was prescribed Ezetimibe for high cholesterol.,3,"May 24, 2018",128,108,15
4573,Bupropion,Depression,I noticed improvement within the first week. I was prescribed Bupropion for depression.,8,"May 24, 2015",50,87,13
1563,Alprazolam,Anxiety,Not worth the side effects. Very disappointed. I was prescribed Alprazolam for anxiety.,1,"August 14, 2018",80,87,13
3094,Liothyronine,Hypothyroidism,Highly recommend to anyone dealing with this condition. I was prescribed Liothyronine for hypothyroidism.,7,"December 06, 2015",129,105,14
3156,Rosuvastatin,High Cholesterol,Caused severe headaches and nausea. I was prescribed Rosuvastatin for high cholesterol.,1,"February 01, 2017",132,87,12
974,Azithromycin,Pneumonia,Average medication. Does what it is supposed to do. I was prescribed Azithromycin for pneumonia.,4,"November 28, 2019",97,96,15
1711,Trimethoprim,UTI,Highly recommend to anyone dealing with this condition. I was prescribed Trimethoprim for uti.,8,"May 16, 2022",162,94,14
3202,Lithium,Bipolar Disorder,Highly recommend to anyone dealing with this condition. I was prescribed Lithium for bipolar disorder.,7,"January 08, 2016",169,102,15
4372,Januvia,Diabetes Type 2,Results are hit or miss. Some days are better than others. I was prescribed Januvia for diabetes type 2.,4,"September 02, 2020",32,104,19
4820,Trimethoprim,UTI,Been on this for a while. Seems to help somewhat. I was prescribed Trimethoprim for uti.,5,"August 15, 2019",108,88,16
1099,Diazepam,Anxiety,Very effective treatment. I was prescribed Diazepam for anxiety.,8,"November 30, 2017",92,64,9
4162,Levofloxacin,Pneumonia,Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Levofloxacin for pneumonia.,7,"May 02, 2015",52,114,17
2845,Meloxicam,Arthritis,No major complaints but no major improvements either. I was prescribed Meloxicam for arthritis.,6,"February 15, 2016",47,95,14
887,Hydroxyzine,Anxiety,Great results overall. I was prescribed Hydroxyzine for anxiety.,7,"February 14, 2020",75,64,9
4932,Albuterol,Asthma,Did not work for me at all. Waste of money. I was prescribed Albuterol for asthma.,1,"May 14, 2016",147,82,16
3679,Famotidine,GERD,This medication has been a lifesaver. I was prescribed Famotidine for gerd.,8,"February 12, 2016",33,75,12
4581,Amoxicillin,Pneumonia,It works okay but nothing spectacular. I was prescribed Amoxicillin for pneumonia.,6,"March 22, 2018",93,82,12
3567,Tretinoin,Acne,Results are hit or miss. Some days are better than others. I was prescribed Tretinoin for acne.,6,"March 16, 2021",194,95,17
4402,Loratadine,Allergies,Very effective treatment. I was prescribed Loratadine for allergies.,8,"November 29, 2019",65,68,9
516,Azithromycin,Pneumonia,Great results overall. I was prescribed Azithromycin for pneumonia.,7,"April 24, 2017",17,67,9
4621,Ortho Tri-Cyclen,Birth Control,No major complaints but no major improvements either. I was prescribed Ortho Tri-Cyclen for birth control.,4,"October 28, 2019",158,106,16
738,Armour Thyroid,Hypothyroidism,Works well with minimal side effects. I was prescribed Armour Thyroid for hypothyroidism.,8,"September 20, 2018",31,89,13
1454,Quetiapine,Bipolar Disorder,Been taking for months with consistent positive results. I was prescribed Quetiapine for bipolar disorder.,10,"October 11, 2022",197,106,15
3972,Valproate,Bipolar Disorder,Caused severe headaches and nausea. I was prescribed Valproate for bipolar disorder.,3,"August 20, 2022",30,84,12
4701,Liothyronine,Hypothyroidism,Did not work for me at all. Waste of money. I was prescribed Liothyronine for hypothyroidism.,3,"October 06, 2022",31,93,16
2507,Trimethoprim,UTI,Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Trimethoprim for uti.,10,"March 24, 2016",11,108,17
2995,Simvastatin,High Cholesterol,Did not work for me at all. Waste of money. I was prescribed Simvastatin for high cholesterol.,3,"December 21, 2019",87,94,17
2127,Januvia,Diabetes Type 2,Initially helped but stopped working after a month. I was prescribed Januvia for diabetes type 2.,3,"August 19, 2020",176,97,16
2927,Hydroxyzine,Anxiety,Been on this for a while. Seems to help somewhat. I was prescribed Hydroxyzine for anxiety.,5,"January 02, 2021",136,91,16
4746,Ranitidine,GERD,Some improvement but still dealing with symptoms. I was prescribed Ranitidine for gerd.,5,"January 27, 2020",127,87,13
907,Meloxicam,Arthritis,Terrible side effects made me stop taking it. I was prescribed Meloxicam for arthritis.,2,"September 07, 2020",57,87,14
3648,Humira,Arthritis,No major complaints but no major improvements either. I was prescribed Humira for arthritis.,6,"May 26, 2020",111,92,14
1031,Rosuvastatin,High Cholesterol,Been on this for a while. Seems to help somewhat. I was prescribed Rosuvastatin for high cholesterol.,5,"January 30, 2016",45,101,17
2508,Losartan,High Blood Pressure,Great results overall. I was prescribed Losartan for high blood pressure.,9,"November 21, 2020",128,73,11
2429,Naproxen,Pain,Very effective treatment. I was prescribed Naproxen for pain.,8,"April 15, 2016",55,61,9
948,Trazodone,Insomnia,Some improvement but still dealing with symptoms. I was prescribed Trazodone for insomnia.,4,"October 21, 2016",149,90,13
3807,Adderall,ADHD,No major complaints but no major improvements either. I was prescribed Adderall for adhd.,6,"August 11, 2018",117,89,14
4755,Armour Thyroid,Hypothyroidism,No major complaints but no major improvements either. I was prescribed Armour Thyroid for hypothyroidism.,4,"August 01, 2019",44,105,15
716,Ranitidine,GERD,This medication has been a lifesaver. I was prescribed Ranitidine for gerd.,8,"October 04, 2018",0,75,12
4056,Topiramate,Migraine,Average medication. Does what it is supposed to do. I was prescribed Topiramate for migraine.,6,"March 25, 2018",53,93,15
687,Sertraline,Depression,Average medication. Does what it is supposed to do. I was prescribed Sertraline for depression.,5,"June 02, 2017",10,95,15
704,Alprazolam,Anxiety,Not worth the side effects. Very disappointed. I was prescribed Alprazolam for anxiety.,2,"January 11, 2015",11,87,13
3342,Famotidine,GERD,Some improvement but still dealing with symptoms. I was prescribed Famotidine for gerd.,5,"September 02, 2019",125,87,13
2354,Benzoyl Peroxide,Acne,Initially helped but stopped working after a month. I was prescribed Benzoyl Peroxide for acne.,2,"April 22, 2020",65,95,15
2258,Levofloxacin,Pneumonia,Some improvement but still dealing with symptoms. I was prescribed Levofloxacin for pneumonia.,4,"January 23, 2017",0,94,13
3552,Omeprazole,GERD,My doctor took me off this due to adverse reactions. I was prescribed Omeprazole for gerd.,2,"December 30, 2022",5,90,16
474,Ezetimibe,High Cholesterol,Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Ezetimibe for high cholesterol.,9,"April 18, 2022",51,118,18
22,Budesonide,Asthma,Some improvement but still dealing with symptoms. I was prescribed Budesonide for asthma.,5,"December 20, 2017",35,89,13
2753,Hydroxyzine,Anxiety,No major complaints but no major improvements either. I was prescribed Hydroxyzine for anxiety.,4,"June 18, 2021",120,95,14
886,Trimethoprim,UTI,Works well with minimal side effects. I was prescribed Trimethoprim for uti.,10,"September 26, 2020",19,76,12
2449,Yaz,Birth Control,Been on this for a while. Seems to help somewhat. I was prescribed Yaz for birth control.,4,"February 12, 2018",183,89,17
918,Vyvanse,ADHD,No major complaints but no major improvements either. I was prescribed Vyvanse for adhd.,6,"March 11, 2016",11,88,14
3758,Trimethoprim,UTI,I noticed improvement within the first week. I was prescribed Trimethoprim for uti.,10,"March 20, 2016",187,83,13
3752,Contrave,Obesity,No major complaints but no major improvements either. I was prescribed Contrave for obesity.,6,"February 09, 2016",69,92,14
2240,Humira,Arthritis,My doctor recommended this and it really helped. I was prescribed Humira for arthritis.,7,"April 17, 2020",71,87,14
3845,Rizatriptan,Migraine,This medication has been a lifesaver. I was prescribed Rizatriptan for migraine.,10,"February 03, 2017",103,80,12
3396,Doxepin,Insomnia,Did not work for me at all. Waste of money. I was prescribed Doxepin for insomnia.,2,"April 18, 2022",73,82,16
1266,Doxycycline,Acne,Caused severe headaches and nausea. I was prescribed Doxycycline for acne.,2,"August 21, 2019",82,74,11
484,Meloxicam,Arthritis,Been on this for a while. Seems to help somewhat. I was prescribed Meloxicam for arthritis.,6,"July 25, 2022",193,91,16
4338,Methotrexate,Arthritis,This medication has been a lifesaver. I was prescribed Methotrexate for arthritis.,7,"January 15, 2015",50,82,12
2964,Lithium,Bipolar Disorder,Initially helped but stopped working after a month. I was prescribed Lithium for bipolar disorder.,3,"January 31, 2019",184,98,15
1220,Cetirizine,Allergies,Very effective treatment. I was prescribed Cetirizine for allergies.,10,"October 12, 2022",28,68,9
278,Montelukast,Allergies,Been on this for a while. Seems to help somewhat. I was prescribed Montelukast for allergies.,4,"October 15, 2021",110,93,16
989,NuvaRing,Birth Control,Results are hit or miss. Some days are better than others. I was prescribed NuvaRing for birth control.,5,"January 20, 2020",84,103,18
2085,Yaz,Birth Control,No major complaints but no major improvements either. I was prescribed Yaz for birth control.,4,"January 18, 2017",194,93,15
1246,Losartan,High Blood Pressure,Caused severe headaches and nausea. I was prescribed Losartan for high blood pressure.,2,"August 12, 2019",77,86,13
2383,Ambien,Insomnia,Results are hit or miss. Some days are better than others. I was prescribed Ambien for insomnia.,6,"May 29, 2016",162,96,17
572,Strattera,ADHD,Been taking for months with consistent positive results. I was prescribed Strattera for adhd.,10,"January 30, 2017",174,93,14
1436,Vyvanse,ADHD,Results are hit or miss. Some days are better than others. I was prescribed Vyvanse for adhd.,6,"December 27, 2020",115,93,17
994,Prednisone,Arthritis,Results are hit or miss. Some days are better than others. I was prescribed Prednisone for arthritis.,4,"December 30, 2019",91,101,17
3931,Ezetimibe,High Cholesterol,Been taking for months with consistent positive results. I was prescribed Ezetimibe for high cholesterol.,7,"September 14, 2015",14,105,15
3448,Alprazolam,Anxiety,Terrible side effects made me stop taking it. I was prescribed Alprazolam for anxiety.,3,"March 08, 2015",7,86,14
586,Montelukast,Allergies,It works okay but nothing spectacular. I was prescribed Montelukast for allergies.,6,"January 19, 2019",64,82,12
3659,Benzoyl Peroxide,Acne,It works okay but nothing spectacular. I was prescribed Benzoyl Peroxide for acne.,6,"February 07, 2015",161,82,13
2515,Acetaminophen,Pain,Results are hit or miss. Some days are better than others. I was prescribed Acetaminophen for pain.,5,"May 07, 2015",62,99,17
1350,Doxycycline,Pneumonia,Average medication. Does what it is supposed to do. I was prescribed Doxycycline for pneumonia.,5,"March 23, 2021",24,95,15
1008,Contrave,Obesity,Been taking for months with consistent positive results. I was prescribed Contrave for obesity.,7,"April 07, 2020",116,95,14
675,Benzoyl Peroxide,Acne,The drowsiness was unbearable. Could not function normally. I was prescribed Benzoyl Peroxide for acne.,2,"February 07, 2023",54,103,15
2413,Adderall,ADHD,Gained significant weight while on this medication. I was prescribed Adderall for adhd.,3,"April 16, 2019",6,87,13
2904,Isotretinoin,Acne,Been on this for a while. Seems to help somewhat. I was prescribed Isotretinoin for acne.,6,"July 13, 2022",11,89,16
448,Saxenda,Obesity,Gained significant weight while on this medication. I was prescribed Saxenda for obesity.,3,"May 12, 2018",121,89,13
3835,Strattera,ADHD,My doctor took me off this due to adverse reactions. I was prescribed Strattera for adhd.,3,"October 16, 2017",132,89,16
3759,Montelukast,Allergies,Average medication. Does what it is supposed to do. I was prescribed Montelukast for allergies.,6,"October 21, 2022",69,95,15
3704,Acetaminophen,Pain,Caused severe headaches and nausea. I was prescribed Acetaminophen for pain.,3,"September 18, 2016",71,76,11
360,Contrave,Obesity,Too many side effects. Had to switch medications. I was prescribed Contrave for obesity.,3,"May 01, 2019",20,88,14
2065,Montelukast,Asthma,Results are hit or miss. Some days are better than others. I was prescribed Montelukast for asthma.,6,"June 28, 2020",78,99,17
4450,Isotretinoin,Acne,Very effective treatment. I was prescribed Isotretinoin for acne.,9,"February 02, 2015",55,65,9
3811,Sertraline,Depression,Too many side effects. Had to switch medications. I was prescribed Sertraline for depression.,3,"May 23, 2020",25,93,14
1691,Pantoprazole,GERD,Great results overall. I was prescribed Pantoprazole for gerd.,7,"December 26, 2017",73,62,9
4327,Buspirone,Anxiety,Some improvement but still dealing with symptoms. I was prescribed Buspirone for anxiety.,4,"July 31, 2017",44,89,13
1549,Montelukast,Allergies,Highly recommend to anyone dealing with this condition. I was prescribed Montelukast for allergies.,7,"March 13, 2020",57,99,14
1248,Naproxen,Pain,It works okay but nothing spectacular. I was prescribed Naproxen for pain.,4,"November 11, 2021",157,74,12
1986,Nitrofurantoin,UTI,I noticed improvement within the first week. I was prescribed Nitrofurantoin for uti.,7,"March 26, 2017",17,85,13
295,Gabapentin,Pain,No major complaints but no major improvements either. I was prescribed Gabapentin for pain.,6,"June 30, 2019",17,91,14
1548,Montelukast,Allergies,It works okay but nothing spectacular. I was prescribed Montelukast for allergies.,6,"May 21, 2018",149,82,12
2013,Armour Thyroid,Hypothyroidism,Results are hit or miss. Some days are better than others. I was prescribed Armour Thyroid for hypothyroidism.,4,"February 17, 2018",41,110,18
589,Montelukast,Asthma,Changed my life for the better. Finally feel normal again. I was prescribed Montelukast for asthma.,8,"April 06, 2019",84,99,16
3330,Propranolol,Migraine,Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Propranolol for migraine.,8,"March 05, 2020",83,112,17
2404,Levofloxacin,Pneumonia,Average medication. Does what it is supposed to do. I was prescribed Levofloxacin for pneumonia.,5,"November 29, 2016",146,96,15
2130,Januvia,Diabetes Type 2,I noticed improvement within the first week. I was prescribed Januvia for diabetes type 2.,7,"January 14, 2023",53,90,15
4389,Levothyroxine,Hypothyroidism,Results are hit or miss. Some days are better than others. I was prescribed Levothyroxine for hypothyroidism.,6,"August 28, 2021",80,109,17
2411,Yaz,Birth Control,Works well with minimal side effects. I was prescribed Yaz for birth control.,8,"April 16, 2015",111,77,13
2720,Tretinoin,Acne,Results are hit or miss. Some days are better than others. I was prescribed Tretinoin for acne.,6,"September 18, 2022",67,95,17
426,Meloxicam,Arthritis,Very effective treatment. I was prescribed Meloxicam for arthritis.,9,"June 22, 2019",33,67,9
2583,Ritalin,ADHD,Some improvement but still dealing with symptoms. I was prescribed Ritalin for adhd.,5,"October 31, 2017",125,84,13
1055,Benzoyl Peroxide,Acne,Results are hit or miss. Some days are better than others. I was prescribed Benzoyl Peroxide for acne.,4,"February 13, 2015",51,102,18
3967,Prednisone,Arthritis,No major complaints but no major improvements either. I was prescribed Prednisone for arthritis.,6,"September 14, 2022",155,96,14
4563,Gabapentin,Pain,Caused severe headaches and nausea. I was prescribed Gabapentin for pain.,3,"June 28, 2019",174,73,11
557,Propranolol,Migraine,Results are hit or miss. Some days are better than others. I was prescribed Propranolol for migraine.,4,"May 03, 2021",62,101,17
4359,Orlistat,Obesity,Been taking for months with consistent positive results. I was prescribed Orlistat for obesity.,7,"March 02, 2015",77,95,14
3939,Januvia,Diabetes Type 2,Some improvement but still dealing with symptoms. I was prescribed Januvia for diabetes type 2.,5,"February 24, 2022",71,95,15
4713,Simvastatin,High Cholesterol,Highly recommend to anyone dealing with this condition. I was prescribed Simvastatin for high cholesterol.,7,"March 09, 2020",186,106,15
2470,Alprazolam,Anxiety,Average medication. Does what it is supposed to do. I was prescribed Alprazolam for anxiety.,5,"August 29, 2016",192,92,15
4711,Doxycycline,Acne,No major complaints but no major improvements either. I was prescribed Doxycycline for acne.,4,"June 26, 2016",74,92,14
356,Sumatriptan,Migraine,Not worth the side effects. Very disappointed. I was prescribed Sumatriptan for migraine.,3,"May 25, 2016",72,89,13
1194,Topiramate,Migraine,Some improvement but still dealing with symptoms. I was prescribed Topiramate for migraine.,6,"December 21, 2017",93,91,13
1717,Ibuprofen,Pain,Average medication. Does what it is supposed to do. I was prescribed Ibuprofen for pain.,6,"January 19, 2016",52,88,15
3417,Vyvanse,ADHD,My doctor recommended this and it really helped. I was prescribed Vyvanse for adhd.,8,"April 03, 2015",179,83,14
2605,Ambien,Insomnia,It works okay but nothing spectacular. I was prescribed Ambien for insomnia.,4,"May 26, 2015",127,76,12
4130,Loratadine,Allergies,Great results overall. I was prescribed Loratadine for allergies.,10,"April 21, 2015",66,65,9
2829,Loratadine,Allergies,I noticed improvement within the first week. I was prescribed Loratadine for allergies.,8,"June 25, 2018",13,87,13
1705,Melatonin,Insomnia,Highly recommend to anyone dealing with this condition. I was prescribed Melatonin for insomnia.,7,"July 11, 2020",86,96,14
2864,Omeprazole,GERD,Been taking for months with consistent positive results. I was prescribed Omeprazole for gerd.,7,"June 10, 2016",81,94,14
2619,Budesonide,Asthma,Works well with minimal side effects. I was prescribed Budesonide for asthma.,7,"May 13, 2022",19,77,12
2401,Fexofenadine,Allergies,No major complaints but no major improvements either. I was prescribed Fexofenadine for allergies.,4,"December 19, 2017",78,98,14
2140,Yaz,Birth Control,The drowsiness was unbearable. Could not function normally. I was prescribed Yaz for birth control.,2,"February 21, 2023",147,99,15
3240,Doxycycline,Acne,Very effective treatment. I was prescribed Doxycycline for acne.,8,"May 19, 2022",184,64,9
2384,Levothyroxine,Hypothyroidism,It works okay but nothing spectacular. I was prescribed Levothyroxine for hypothyroidism.,5,"June 14, 2017",190,89,12
3219,Albuterol,Asthma,Some improvement but still dealing with symptoms. I was prescribed Albuterol for asthma.,4,"August 03, 2016",153,88,13
3936,Azithromycin,Pneumonia,No major complaints but no major improvements either. I was prescribed Azithromycin for pneumonia.,6,"August 09, 2018",13,98,14
1286,Metformin,Diabetes Type 2,Initially helped but stopped working after a month. I was prescribed Metformin for diabetes type 2.,2,"August 15, 2018",94,99,16
3797,Glipizide,Diabetes Type 2,No major complaints but no major improvements either. I was prescribed Glipizide for diabetes type 2.,5,"November 08, 2022",136,101,16
4895,NuvaRing,Birth Control,Too many side effects. Had to switch medications. I was prescribed NuvaRing for birth control.,3,"May 30, 2020",200,94,15
4469,Levothyroxine,Hypothyroidism,No major complaints but no major improvements either. I was prescribed Levothyroxine for hypothyroidism.,6,"September 06, 2021",32,104,14
2088,Cetirizine,Allergies,Results are hit or miss. Some days are better than others. I was prescribed Cetirizine for allergies.,5,"May 25, 2016",70,101,17
1890,Saxenda,Obesity,Some improvement but still dealing with symptoms. I was prescribed Saxenda for obesity.,5,"March 10, 2021",49,87,13
4623,Liothyronine,Hypothyroidism,Terrible side effects made me stop taking it. I was prescribed Liothyronine for hypothyroidism.,3,"May 08, 2021",133,95,14
1592,Cetirizine,Allergies,Did not work for me at all. Waste of money. I was prescribed Cetirizine for allergies.,1,"September 05, 2018",126,86,16
1347,Valproate,Bipolar Disorder,Caused severe headaches and nausea. I was prescribed Valproate for bipolar disorder.,1,"May 12, 2021",87,84,12
4432,Rizatriptan,Migraine,Terrible side effects made me stop taking it. I was prescribed Rizatriptan for migraine.,1,"August 02, 2017",170,88,14
2163,Ranitidine,GERD,This medication has been a lifesaver. I was prescribed Ranitidine for gerd.,7,"October 28, 2020",200,75,12
2397,Januvia,Diabetes Type 2,Caused severe headaches and nausea. I was prescribed Januvia for diabetes type 2.,3,"May 17, 2017",57,81,13
4769,Ibuprofen,Pain,This medication has been a lifesaver. I was prescribed Ibuprofen for pain.,8,"May 10, 2019",45,74,12
2272,Melatonin,Insomnia,Results are hit or miss. Some days are better than others. I was prescribed Melatonin for insomnia.,4,"June 22, 2017",83,99,17
4491,Lamotrigine,Bipolar Disorder,No major complaints but no major improvements either. I was prescribed Lamotrigine for bipolar disorder.,6,"February 11, 2015",172,104,15
3112,Methotrexate,Arthritis,No major complaints but no major improvements either. I was prescribed Methotrexate for arthritis.,5,"April 25, 2016",133,98,14
1138,Levothyroxine,Hypothyroidism,Too many side effects. Had to switch medications. I was prescribed Levothyroxine for hypothyroidism.,2,"January 05, 2016",38,100,14
3896,NuvaRing,Birth Control,My doctor recommended this and it really helped. I was prescribed NuvaRing for birth control.,8,"August 30, 2017",122,93,15
973,Sumatriptan,Migraine,My doctor recommended this and it really helped. I was prescribed Sumatriptan for migraine.,8,"September 10, 2022",77,91,14
796,Ibuprofen,Pain,Works well with minimal side effects. I was prescribed Ibuprofen for pain.,8,"June 29, 2022",88,74,12
3021,Vyvanse,ADHD,Highly recommend to anyone dealing with this condition. I was prescribed Vyvanse for adhd.,9,"December 15, 2020",74,90,14
1712,Levothyroxine,Hypothyroidism,Some improvement but still dealing with symptoms. I was prescribed Levothyroxine for hypothyroidism.,5,"August 31, 2016",13,100,13
3388,Montelukast,Allergies,It works okay but nothing spectacular. I was prescribed Montelukast for allergies.,6,"July 05, 2022",182,82,12
37,Trimethoprim,UTI,Average medication. Does what it is supposed to do. I was prescribed Trimethoprim for uti.,6,"December 01, 2020",155,90,15
454,Metformin,Diabetes Type 2,Great results overall. I was prescribed Metformin for diabetes type 2.,7,"March 19, 2015",112,70,11
914,Meloxicam,Arthritis,This medication has been a lifesaver. I was prescribed Meloxicam for arthritis.,9,"July 02, 2017",116,79,12
4082,Liothyronine,Hypothyroidism,Some improvement but still dealing with symptoms. I was prescribed Liothyronine for hypothyroidism.,4,"October 23, 2016",100,99,13
1200,Meloxicam,Arthritis,Been taking for months with consistent positive results. I was prescribed Meloxicam for arthritis.,9,"September 03, 2019",30,98,14
1275,Synthroid,Hypothyroidism,I noticed improvement within the first week. I was prescribed Synthroid for hypothyroidism.,9,"April 26, 2016",33,91,13
2376,Simvastatin,High Cholesterol,My doctor recommended this and it really helped. I was prescribed Simvastatin for high cholesterol.,9,"November 04, 2016",50,99,15
38,Rosuvastatin,High Cholesterol,Not worth the side effects. Very disappointed. I was prescribed Rosuvastatin for high cholesterol.,1,"March 09, 2023",176,98,14
975,Albuterol,Asthma,Results are hit or miss. Some days are better than others. I was prescribed Albuterol for asthma.,4,"October 02, 2016",136,97,17
3196,Diazepam,Anxiety,Too many side effects. Had to switch medications. I was prescribed Diazepam for anxiety.,1,"October 07, 2021",39,88,14
984,Lithium,Bipolar Disorder,Been on this for a while. Seems to help somewhat. I was prescribed Lithium for bipolar disorder.,5,"March 04, 2020",165,96,17
3905,Montelukast,Allergies,Works well with minimal side effects. I was prescribed Montelukast for allergies.,10,"November 08, 2020",75,81,12
4070,Liothyronine,Hypothyroidism,Highly recommend to anyone dealing with this condition. I was prescribed Liothyronine for hypothyroidism.,8,"September 14, 2017",186,105,14
1419,Rosuvastatin,High Cholesterol,Changed my life for the better. Finally feel normal again. I was prescribed Rosuvastatin for high cholesterol.,9,"March 20, 2022",27,110,17
3333,Prednisone,Arthritis,I noticed improvement within the first week. I was prescribed Prednisone for arthritis.,9,"June 25, 2019",93,87,13
1561,Fexofenadine,Allergies,Been on this for a while. Seems to help somewhat. I was prescribed Fexofenadine for allergies.,5,"March 02, 2022",19,94,16
40,Propranolol,Migraine,Been on this for a while. Seems to help somewhat. I was prescribed Propranolol for migraine.,6,"January 24, 2020",30,92,16
1487,Nitrofurantoin,UTI,My doctor took me off this due to adverse reactions. I was prescribed Nitrofurantoin for uti.,2,"July 21, 2020",61,93,16
3884,Amoxicillin,UTI,Caused severe headaches and nausea. I was prescribed Amoxicillin for uti.,3,"November 19, 2019",190,73,11
170,Amoxicillin,UTI,Results are hit or miss. Some days are better than others. I was prescribed Amoxicillin for uti.,4,"October 27, 2018",47,96,17
1356,Armour Thyroid,Hypothyroidism,Too many side effects. Had to switch medications. I was prescribed Armour Thyroid for hypothyroidism.,1,"August 23, 2022",81,101,15
2786,NuvaRing,Birth Control,Average medication. Does what it is supposed to do. I was prescribed NuvaRing for birth control.,5,"October 12, 2019",149,96,16
3633,Sumatriptan,Migraine,It works okay but nothing spectacular. I was prescribed Sumatriptan for migraine.,5,"November 07, 2016",79,81,12
4749,Montelukast,Asthma,Not worth the side effects. Very disappointed. I was prescribed Montelukast for asthma.,3,"December 09, 2015",36,87,13
4005,Isotretinoin,Acne,Not worth the side effects. Very disappointed. I was prescribed Isotretinoin for acne.,2,"December 21, 2016",199,86,13
2683,Amlodipine,High Blood Pressure,It works okay but nothing spectacular. I was prescribed Amlodipine for high blood pressure.,5,"June 26, 2016",131,91,14
4705,Trazodone,Insomnia,Great results overall. I was prescribed Trazodone for insomnia.,7,"August 18, 2015",20,63,9
4026,Meloxicam,Arthritis,Results are hit or miss. Some days are better than others. I was prescribed Meloxicam for arthritis.,5,"March 16, 2016",83,100,17
1641,Humira,Arthritis,Results are hit or miss. Some days are better than others. I was prescribed Humira for arthritis.,6,"July 06, 2019",64,97,17
1291,Lithium,Bipolar Disorder,Results are hit or miss. Some days are better than others. I was prescribed Lithium for bipolar disorder.,6,"February 13, 2023",176,105,18
1381,Liothyronine,Hypothyroidism,Changed my life for the better. Finally feel normal again. I was prescribed Liothyronine for hypothyroidism.,7,"September 19, 2018",107,108,16
1934,Sumatriptan,Migraine,Been on this for a while. Seems to help somewhat. I was prescribed Sumatriptan for migraine.,5,"April 16, 2016",36,92,16
580,Sumatriptan,Migraine,Changed my life for the better. Finally feel normal again. I was prescribed Sumatriptan for migraine.,8,"September 15, 2021",200,101,16
4221,Ibuprofen,Pain,Not worth the side effects. Very disappointed. I was prescribed Ibuprofen for pain.,1,"June 08, 2021",199,83,13
3161,Ritalin,ADHD,It works okay but nothing spectacular. I was prescribed Ritalin for adhd.,4,"September 09, 2020",181,73,12
2031,Omeprazole,GERD,My doctor recommended this and it really helped. I was prescribed Omeprazole for gerd.,8,"April 16, 2022",159,86,14
893,Tretinoin,Acne,Been taking for months with consistent positive results. I was prescribed Tretinoin for acne.,8,"June 28, 2019",116,93,14
3952,Buspirone,Anxiety,Gained significant weight while on this medication. I was prescribed Buspirone for anxiety.,3,"October 31, 2016",0,91,13
781,Venlafaxine,Depression,It works okay but nothing spectacular. I was prescribed Venlafaxine for depression.,6,"October 16, 2018",152,83,12
160,Vyvanse,ADHD,Been taking for months with consistent positive results. I was prescribed Vyvanse for adhd.,7,"March 04, 2021",84,91,14
3,Valproate,Bipolar Disorder,This medication has been a lifesaver. I was prescribed Valproate for bipolar disorder.,7,"May 03, 2015",23,86,13
