uniqueID	drugName	condition	review	rating	date	usefulCount
2630	Sertraline	Depression	Average medication. Does what it is supposed to do. I was prescribed Sertraline for depression.	4	November 02, 2021	98
2631	Nitrofurantoin	UTI	Results are hit or miss. Some days are better than others. I was prescribed Nitrofurantoin for uti.	6	April 25, 2019	113
2632	Glipizide	Diabetes Type 2	Great results overall. I was prescribed Glipizide for diabetes type 2.	7	April 03, 2019	47
2633	Atorvastatin	High Cholesterol	No major complaints but no major improvements either. I was prescribed Atorvastatin for high cholesterol.	6	June 03, 2018	8
2634	Vyvanse	ADHD	It works okay but nothing spectacular. I was prescribed Vyvanse for adhd.	6	October 29, 2021	193
2635	Meloxicam	Arthritis	Changed my life for the better. Finally feel normal again. I was prescribed Meloxicam for arthritis.	10	June 05, 2017	193
2636	Losartan	High Blood Pressure	Changed my life for the better. Finally feel normal again. I was prescribed Losartan for high blood pressure.	8	November 13, 2019	109
2637	Metformin	Diabetes Type 2	Been on this for a while. Seems to help somewhat. I was prescribed Metformin for diabetes type 2.	6	May 09, 2019	184
2638	Montelukast	Allergies	Been taking for months with consistent positive results. I was prescribed Montelukast for allergies.	8	June 03, 2021	184
2639	Quetiapine	Bipolar Disorder	Made my condition worse. Would not recommend. I was prescribed Quetiapine for bipolar disorder.	3	April 11, 2019	119
2640	Pantoprazole	GERD	It works okay but nothing spectacular. I was prescribed Pantoprazole for gerd.	6	February 23, 2018	174
2641	Ambien	Insomnia	Great results overall. I was prescribed Ambien for insomnia.	10	February 01, 2021	75
2642	Prednisone	Arthritis	It works okay but nothing spectacular. I was prescribed Prednisone for arthritis.	5	November 26, 2021	70
2643	Rizatriptan	Migraine	Initially helped but stopped working after a month. I was prescribed Rizatriptan for migraine.	3	April 28, 2022	197
2644	Azithromycin	Pneumonia	It works okay but nothing spectacular. I was prescribed Azithromycin for pneumonia.	4	June 11, 2018	145
2645	Meloxicam	Arthritis	Made my condition worse. Would not recommend. I was prescribed Meloxicam for arthritis.	3	December 23, 2019	118
2646	Metoprolol	High Blood Pressure	It works okay but nothing spectacular. I was prescribed Metoprolol for high blood pressure.	4	March 25, 2020	9
2647	Propranolol	Migraine	No major complaints but no major improvements either. I was prescribed Propranolol for migraine.	5	March 29, 2021	55
2648	Atorvastatin	High Cholesterol	Gained significant weight while on this medication. I was prescribed Atorvastatin for high cholesterol.	2	November 22, 2015	70
2649	Levofloxacin	Pneumonia	It works okay but nothing spectacular. I was prescribed Levofloxacin for pneumonia.	6	December 10, 2019	46
2650	Trazodone	Insomnia	My doctor recommended this and it really helped. I was prescribed Trazodone for insomnia.	8	July 20, 2020	32
2651	Pantoprazole	GERD	Made my condition worse. Would not recommend. I was prescribed Pantoprazole for gerd.	3	December 06, 2021	167
2652	Glipizide	Diabetes Type 2	Works well with minimal side effects. I was prescribed Glipizide for diabetes type 2.	9	May 05, 2022	9
2653	Benzoyl Peroxide	Acne	Changed my life for the better. Finally feel normal again. I was prescribed Benzoyl Peroxide for acne.	7	July 23, 2018	10
2654	Ritalin	ADHD	This medication has been a lifesaver. I was prescribed Ritalin for adhd.	8	January 05, 2023	66
2655	Ambien	Insomnia	No major complaints but no major improvements either. I was prescribed Ambien for insomnia.	4	December 18, 2018	138
2656	Glipizide	Diabetes Type 2	Very effective treatment. I was prescribed Glipizide for diabetes type 2.	8	March 23, 2016	19
2657	Saxenda	Obesity	Did not work for me at all. Waste of money. I was prescribed Saxenda for obesity.	3	September 24, 2020	19
2658	Pantoprazole	GERD	Very effective treatment. I was prescribed Pantoprazole for gerd.	8	May 25, 2021	95
2659	Atorvastatin	High Cholesterol	No major complaints but no major improvements either. I was prescribed Atorvastatin for high cholesterol.	6	October 13, 2019	72
2660	Ibuprofen	Pain	Very effective treatment. I was prescribed Ibuprofen for pain.	7	October 22, 2021	92
2661	Prednisone	Arthritis	The drowsiness was unbearable. Could not function normally. I was prescribed Prednisone for arthritis.	3	April 11, 2020	75
2662	Azithromycin	Pneumonia	Made my condition worse. Would not recommend. I was prescribed Azithromycin for pneumonia.	3	February 17, 2019	11
2663	Loratadine	Allergies	Changed my life for the better. Finally feel normal again. I was prescribed Loratadine for allergies.	7	April 15, 2015	27
2664	Amoxicillin	Pneumonia	The drowsiness was unbearable. Could not function normally. I was prescribed Amoxicillin for pneumonia.	3	September 23, 2020	183
2665	Contrave	Obesity	Great results overall. I was prescribed Contrave for obesity.	7	April 01, 2019	149
2666	Glipizide	Diabetes Type 2	Caused severe headaches and nausea. I was prescribed Glipizide for diabetes type 2.	2	April 13, 2022	20
2667	Fluoxetine	Depression	Changed my life for the better. Finally feel normal again. I was prescribed Fluoxetine for depression.	8	August 24, 2020	147
2668	Strattera	ADHD	Not worth the side effects. Very disappointed. I was prescribed Strattera for adhd.	2	May 11, 2016	135
2669	Insulin Glargine	Diabetes Type 2	Highly recommend to anyone dealing with this condition. I was prescribed Insulin Glargine for diabetes type 2.	7	November 01, 2020	112
2670	Meloxicam	Arthritis	Great results overall. I was prescribed Meloxicam for arthritis.	7	June 14, 2021	75
2671	Ranitidine	GERD	Some improvement but still dealing with symptoms. I was prescribed Ranitidine for gerd.	4	January 22, 2019	59
2672	Synthroid	Hypothyroidism	Works well with minimal side effects. I was prescribed Synthroid for hypothyroidism.	7	October 09, 2022	61
2673	Liothyronine	Hypothyroidism	Average medication. Does what it is supposed to do. I was prescribed Liothyronine for hypothyroidism.	6	November 23, 2015	90
2674	Adderall	ADHD	Average medication. Does what it is supposed to do. I was prescribed Adderall for adhd.	4	April 30, 2022	123
2675	Amoxicillin	Pneumonia	My doctor took me off this due to adverse reactions. I was prescribed Amoxicillin for pneumonia.	3	September 12, 2019	58
2676	Lamotrigine	Bipolar Disorder	Not worth the side effects. Very disappointed. I was prescribed Lamotrigine for bipolar disorder.	1	September 30, 2017	198
2677	Rosuvastatin	High Cholesterol	Been on this for a while. Seems to help somewhat. I was prescribed Rosuvastatin for high cholesterol.	6	December 02, 2017	73
2678	Meloxicam	Arthritis	Did not work for me at all. Waste of money. I was prescribed Meloxicam for arthritis.	2	November 30, 2015	104
2679	Rosuvastatin	High Cholesterol	Been on this for a while. Seems to help somewhat. I was prescribed Rosuvastatin for high cholesterol.	6	July 17, 2020	161
2680	Ortho Tri-Cyclen	Birth Control	Results are hit or miss. Some days are better than others. I was prescribed Ortho Tri-Cyclen for birth control.	5	March 05, 2015	42
2681	Diazepam	Anxiety	My doctor recommended this and it really helped. I was prescribed Diazepam for anxiety.	7	March 21, 2021	182
2682	Nitrofurantoin	UTI	Some improvement but still dealing with symptoms. I was prescribed Nitrofurantoin for uti.	5	May 20, 2015	110
2683	Amlodipine	High Blood Pressure	It works okay but nothing spectacular. I was prescribed Amlodipine for high blood pressure.	5	June 26, 2016	131
2684	Saxenda	Obesity	Been taking for months with consistent positive results. I was prescribed Saxenda for obesity.	7	December 22, 2018	32
2685	Fluticasone	Asthma	No major complaints but no major improvements either. I was prescribed Fluticasone for asthma.	6	April 16, 2018	30
2686	Meloxicam	Arthritis	Been on this for a while. Seems to help somewhat. I was prescribed Meloxicam for arthritis.	6	October 29, 2021	157
2687	Buspirone	Anxiety	Works well with minimal side effects. I was prescribed Buspirone for anxiety.	7	December 24, 2018	114
2688	Ezetimibe	High Cholesterol	Caused severe headaches and nausea. I was prescribed Ezetimibe for high cholesterol.	2	March 30, 2018	193
2689	Trimethoprim	UTI	I noticed improvement within the first week. I was prescribed Trimethoprim for uti.	7	February 12, 2023	196
2690	Lithium	Bipolar Disorder	I noticed improvement within the first week. I was prescribed Lithium for bipolar disorder.	7	February 01, 2015	151
2691	Quetiapine	Bipolar Disorder	My doctor took me off this due to adverse reactions. I was prescribed Quetiapine for bipolar disorder.	3	April 03, 2019	82
2692	Armour Thyroid	Hypothyroidism	Been on this for a while. Seems to help somewhat. I was prescribed Armour Thyroid for hypothyroidism.	5	February 07, 2023	150
2693	Ambien	Insomnia	Some improvement but still dealing with symptoms. I was prescribed Ambien for insomnia.	5	May 02, 2018	126
2694	Methotrexate	Arthritis	Been on this for a while. Seems to help somewhat. I was prescribed Methotrexate for arthritis.	5	October 21, 2020	134
2695	Valproate	Bipolar Disorder	Average medication. Does what it is supposed to do. I was prescribed Valproate for bipolar disorder.	6	August 15, 2018	98
2696	Humira	Arthritis	I noticed improvement within the first week. I was prescribed Humira for arthritis.	9	June 21, 2015	188
2697	Mirena	Birth Control	Highly recommend to anyone dealing with this condition. I was prescribed Mirena for birth control.	8	February 13, 2018	147
2698	Levofloxacin	Pneumonia	Did not work for me at all. Waste of money. I was prescribed Levofloxacin for pneumonia.	2	November 23, 2018	72
2699	Tretinoin	Acne	My doctor recommended this and it really helped. I was prescribed Tretinoin for acne.	7	January 26, 2018	124
2700	Armour Thyroid	Hypothyroidism	I noticed improvement within the first week. I was prescribed Armour Thyroid for hypothyroidism.	9	March 27, 2018	66
2701	Azithromycin	Pneumonia	Some improvement but still dealing with symptoms. I was prescribed Azithromycin for pneumonia.	6	June 22, 2022	71
2702	Ibuprofen	Pain	Great results overall. I was prescribed Ibuprofen for pain.	8	March 11, 2021	130
2703	Tretinoin	Acne	Changed my life for the better. Finally feel normal again. I was prescribed Tretinoin for acne.	10	June 12, 2015	138
2704	Ritalin	ADHD	This medication has been a lifesaver. I was prescribed Ritalin for adhd.	8	June 23, 2020	6
2705	Topiramate	Migraine	Average medication. Does what it is supposed to do. I was prescribed Topiramate for migraine.	6	May 28, 2021	109
2706	Armour Thyroid	Hypothyroidism	Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Armour Thyroid for hypothyroidism.	8	April 23, 2018	28
2707	Diazepam	Anxiety	Results are hit or miss. Some days are better than others. I was prescribed Diazepam for anxiety.	6	July 13, 2020	67
2708	Fluoxetine	Depression	Average medication. Does what it is supposed to do. I was prescribed Fluoxetine for depression.	6	March 16, 2023	171
2709	Hydroxyzine	Anxiety	It works okay but nothing spectacular. I was prescribed Hydroxyzine for anxiety.	5	June 30, 2017	186
2710	Escitalopram	Depression	I noticed improvement within the first week. I was prescribed Escitalopram for depression.	9	September 07, 2020	85
2711	Doxepin	Insomnia	Not worth the side effects. Very disappointed. I was prescribed Doxepin for insomnia.	3	July 15, 2022	198
2712	Escitalopram	Depression	This medication has been a lifesaver. I was prescribed Escitalopram for depression.	9	November 11, 2019	25
2713	Contrave	Obesity	Great results overall. I was prescribed Contrave for obesity.	7	April 05, 2021	169
2714	Metformin	Diabetes Type 2	Too many side effects. Had to switch medications. I was prescribed Metformin for diabetes type 2.	2	July 14, 2016	150
2715	Fluticasone	Asthma	No major complaints but no major improvements either. I was prescribed Fluticasone for asthma.	6	March 12, 2017	67
2716	Trimethoprim	UTI	My doctor took me off this due to adverse reactions. I was prescribed Trimethoprim for uti.	1	February 05, 2017	187
2717	Ciprofloxacin	UTI	I noticed improvement within the first week. I was prescribed Ciprofloxacin for uti.	7	March 24, 2017	162
2718	Venlafaxine	Depression	Great results overall. I was prescribed Venlafaxine for depression.	8	January 14, 2015	111
2719	Bupropion	Depression	Been on this for a while. Seems to help somewhat. I was prescribed Bupropion for depression.	4	November 08, 2021	53
2720	Tretinoin	Acne	Results are hit or miss. Some days are better than others. I was prescribed Tretinoin for acne.	6	September 18, 2022	67
2721	Doxycycline	Pneumonia	Changed my life for the better. Finally feel normal again. I was prescribed Doxycycline for pneumonia.	10	August 19, 2017	163
2722	Propranolol	Migraine	Been on this for a while. Seems to help somewhat. I was prescribed Propranolol for migraine.	4	May 14, 2022	46
2723	Loratadine	Allergies	Initially helped but stopped working after a month. I was prescribed Loratadine for allergies.	3	June 29, 2022	124
2724	Amoxicillin	UTI	Changed my life for the better. Finally feel normal again. I was prescribed Amoxicillin for uti.	9	January 02, 2019	139
2725	Ciprofloxacin	UTI	Works well with minimal side effects. I was prescribed Ciprofloxacin for uti.	10	June 15, 2017	28
2726	Montelukast	Allergies	Results are hit or miss. Some days are better than others. I was prescribed Montelukast for allergies.	6	August 25, 2018	63
2727	Atorvastatin	High Cholesterol	I noticed improvement within the first week. I was prescribed Atorvastatin for high cholesterol.	8	March 18, 2020	81
2728	Hydroxyzine	Anxiety	Been taking for months with consistent positive results. I was prescribed Hydroxyzine for anxiety.	9	November 26, 2022	32
2729	Amoxicillin	UTI	Been on this for a while. Seems to help somewhat. I was prescribed Amoxicillin for uti.	4	August 15, 2019	175
2730	Omeprazole	GERD	Average medication. Does what it is supposed to do. I was prescribed Omeprazole for gerd.	4	January 02, 2018	129
2731	Mirena	Birth Control	This medication has been a lifesaver. I was prescribed Mirena for birth control.	9	April 22, 2021	197
2732	Meloxicam	Arthritis	Very effective treatment. I was prescribed Meloxicam for arthritis.	10	August 12, 2019	100
2733	Liothyronine	Hypothyroidism	Been taking for months with consistent positive results. I was prescribed Liothyronine for hypothyroidism.	7	December 03, 2017	13
2734	Doxepin	Insomnia	Too many side effects. Had to switch medications. I was prescribed Doxepin for insomnia.	3	October 23, 2018	162
2735	Januvia	Diabetes Type 2	Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Januvia for diabetes type 2.	10	August 06, 2019	56
2736	Lamotrigine	Bipolar Disorder	Been on this for a while. Seems to help somewhat. I was prescribed Lamotrigine for bipolar disorder.	4	April 24, 2017	199
2737	Hydroxyzine	Anxiety	Some improvement but still dealing with symptoms. I was prescribed Hydroxyzine for anxiety.	5	October 13, 2021	138
2738	Lisinopril	High Blood Pressure	Results are hit or miss. Some days are better than others. I was prescribed Lisinopril for high blood pressure.	6	January 05, 2016	199
2739	Meloxicam	Arthritis	Highly recommend to anyone dealing with this condition. I was prescribed Meloxicam for arthritis.	9	September 17, 2015	167
2740	Glipizide	Diabetes Type 2	Very effective treatment. I was prescribed Glipizide for diabetes type 2.	8	January 02, 2021	50
2741	Benzoyl Peroxide	Acne	Great results overall. I was prescribed Benzoyl Peroxide for acne.	7	April 03, 2018	41
2742	Rizatriptan	Migraine	Been taking for months with consistent positive results. I was prescribed Rizatriptan for migraine.	7	June 02, 2017	141
2743	Omeprazole	GERD	It works okay but nothing spectacular. I was prescribed Omeprazole for gerd.	6	March 24, 2015	193
2744	Phentermine	Obesity	Highly recommend to anyone dealing with this condition. I was prescribed Phentermine for obesity.	7	June 18, 2019	124
2745	Glipizide	Diabetes Type 2	Initially helped but stopped working after a month. I was prescribed Glipizide for diabetes type 2.	1	May 19, 2018	6
2746	Pantoprazole	GERD	It works okay but nothing spectacular. I was prescribed Pantoprazole for gerd.	5	January 20, 2018	191
2747	Diazepam	Anxiety	No major complaints but no major improvements either. I was prescribed Diazepam for anxiety.	6	June 30, 2019	33
2748	Ambien	Insomnia	Did not work for me at all. Waste of money. I was prescribed Ambien for insomnia.	3	October 30, 2015	129
2749	Atorvastatin	High Cholesterol	It works okay but nothing spectacular. I was prescribed Atorvastatin for high cholesterol.	6	January 27, 2021	154
2750	Ibuprofen	Pain	No major complaints but no major improvements either. I was prescribed Ibuprofen for pain.	5	August 06, 2021	100
2751	NuvaRing	Birth Control	Very effective treatment. I was prescribed NuvaRing for birth control.	10	October 08, 2019	131
2752	Losartan	High Blood Pressure	My doctor recommended this and it really helped. I was prescribed Losartan for high blood pressure.	9	February 23, 2020	51
2753	Hydroxyzine	Anxiety	No major complaints but no major improvements either. I was prescribed Hydroxyzine for anxiety.	4	June 18, 2021	120
2754	Montelukast	Asthma	Results are hit or miss. Some days are better than others. I was prescribed Montelukast for asthma.	5	January 17, 2016	56
2755	Simvastatin	High Cholesterol	Results are hit or miss. Some days are better than others. I was prescribed Simvastatin for high cholesterol.	5	March 10, 2018	179
2756	Ritalin	ADHD	Results are hit or miss. Some days are better than others. I was prescribed Ritalin for adhd.	4	March 12, 2015	127
2757	Montelukast	Asthma	Been on this for a while. Seems to help somewhat. I was prescribed Montelukast for asthma.	6	January 05, 2023	27
2758	Armour Thyroid	Hypothyroidism	Been on this for a while. Seems to help somewhat. I was prescribed Armour Thyroid for hypothyroidism.	4	April 12, 2015	101
2759	Famotidine	GERD	The drowsiness was unbearable. Could not function normally. I was prescribed Famotidine for gerd.	3	May 06, 2020	144
2760	Hydroxyzine	Anxiety	Very effective treatment. I was prescribed Hydroxyzine for anxiety.	7	August 11, 2016	161
2761	Sertraline	Depression	Highly recommend to anyone dealing with this condition. I was prescribed Sertraline for depression.	7	November 24, 2016	53
2762	Trimethoprim	UTI	Did not work for me at all. Waste of money. I was prescribed Trimethoprim for uti.	3	August 01, 2016	103
2763	Doxycycline	Pneumonia	Highly recommend to anyone dealing with this condition. I was prescribed Doxycycline for pneumonia.	8	February 09, 2023	145
2764	Omeprazole	GERD	Results are hit or miss. Some days are better than others. I was prescribed Omeprazole for gerd.	4	October 29, 2017	105
2765	Fexofenadine	Allergies	Some improvement but still dealing with symptoms. I was prescribed Fexofenadine for allergies.	6	May 30, 2015	82
2766	Valproate	Bipolar Disorder	This medication has been a lifesaver. I was prescribed Valproate for bipolar disorder.	8	January 03, 2018	176
2767	Mirena	Birth Control	Been on this for a while. Seems to help somewhat. I was prescribed Mirena for birth control.	5	August 09, 2020	80
2768	Ranitidine	GERD	Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Ranitidine for gerd.	7	December 13, 2022	123
2769	Phentermine	Obesity	It works okay but nothing spectacular. I was prescribed Phentermine for obesity.	4	October 10, 2019	179
2770	Bupropion	Depression	Some improvement but still dealing with symptoms. I was prescribed Bupropion for depression.	5	February 25, 2015	41
2771	Phentermine	Obesity	Some improvement but still dealing with symptoms. I was prescribed Phentermine for obesity.	5	March 19, 2017	112
2772	Buspirone	Anxiety	Results are hit or miss. Some days are better than others. I was prescribed Buspirone for anxiety.	4	July 21, 2020	43
2773	Saxenda	Obesity	Some improvement but still dealing with symptoms. I was prescribed Saxenda for obesity.	5	February 18, 2021	107
2774	Albuterol	Asthma	Initially helped but stopped working after a month. I was prescribed Albuterol for asthma.	2	April 26, 2016	111
2775	Fexofenadine	Allergies	Been on this for a while. Seems to help somewhat. I was prescribed Fexofenadine for allergies.	4	August 13, 2018	157
2776	Topiramate	Migraine	Some improvement but still dealing with symptoms. I was prescribed Topiramate for migraine.	5	April 03, 2018	133
2777	NuvaRing	Birth Control	Been on this for a while. Seems to help somewhat. I was prescribed NuvaRing for birth control.	5	October 12, 2021	64
2778	Amoxicillin	UTI	Some improvement but still dealing with symptoms. I was prescribed Amoxicillin for uti.	5	September 14, 2018	191
2779	Naproxen	Pain	Been on this for a while. Seems to help somewhat. I was prescribed Naproxen for pain.	5	January 07, 2023	121
2780	Losartan	High Blood Pressure	Been taking for months with consistent positive results. I was prescribed Losartan for high blood pressure.	7	January 04, 2017	38
2781	Nitrofurantoin	UTI	This medication has been a lifesaver. I was prescribed Nitrofurantoin for uti.	8	July 01, 2018	179
2782	Ortho Tri-Cyclen	Birth Control	No major complaints but no major improvements either. I was prescribed Ortho Tri-Cyclen for birth control.	4	January 20, 2016	137
2783	Synthroid	Hypothyroidism	Did not work for me at all. Waste of money. I was prescribed Synthroid for hypothyroidism.	2	September 08, 2015	159
2784	Armour Thyroid	Hypothyroidism	Did not work for me at all. Waste of money. I was prescribed Armour Thyroid for hypothyroidism.	3	December 06, 2018	162
2785	Ritalin	ADHD	Average medication. Does what it is supposed to do. I was prescribed Ritalin for adhd.	4	January 19, 2022	3
2786	NuvaRing	Birth Control	Average medication. Does what it is supposed to do. I was prescribed NuvaRing for birth control.	5	October 12, 2019	149
2787	Fexofenadine	Allergies	Been on this for a while. Seems to help somewhat. I was prescribed Fexofenadine for allergies.	4	July 10, 2019	65
2788	Ritalin	ADHD	Did not work for me at all. Waste of money. I was prescribed Ritalin for adhd.	2	August 24, 2021	39
2789	Alprazolam	Anxiety	Average medication. Does what it is supposed to do. I was prescribed Alprazolam for anxiety.	4	December 31, 2016	67
2790	Lithium	Bipolar Disorder	Some improvement but still dealing with symptoms. I was prescribed Lithium for bipolar disorder.	6	November 09, 2020	150
2791	Montelukast	Asthma	Changed my life for the better. Finally feel normal again. I was prescribed Montelukast for asthma.	7	August 22, 2021	154
2792	Doxepin	Insomnia	Some improvement but still dealing with symptoms. I was prescribed Doxepin for insomnia.	4	November 19, 2016	0
2793	Pantoprazole	GERD	It works okay but nothing spectacular. I was prescribed Pantoprazole for gerd.	4	November 23, 2021	37
2794	Naproxen	Pain	My doctor took me off this due to adverse reactions. I was prescribed Naproxen for pain.	3	January 02, 2015	82
2795	Sertraline	Depression	Some improvement but still dealing with symptoms. I was prescribed Sertraline for depression.	5	September 26, 2020	112
2796	Ezetimibe	High Cholesterol	The drowsiness was unbearable. Could not function normally. I was prescribed Ezetimibe for high cholesterol.	3	May 24, 2018	128
2797	Alprazolam	Anxiety	Highly recommend to anyone dealing with this condition. I was prescribed Alprazolam for anxiety.	7	May 30, 2019	96
2798	Budesonide	Asthma	The drowsiness was unbearable. Could not function normally. I was prescribed Budesonide for asthma.	1	June 30, 2018	133
2799	Methotrexate	Arthritis	Been on this for a while. Seems to help somewhat. I was prescribed Methotrexate for arthritis.	5	May 26, 2017	42
2800	Melatonin	Insomnia	Results are hit or miss. Some days are better than others. I was prescribed Melatonin for insomnia.	6	April 14, 2021	113
2801	Ciprofloxacin	UTI	No major complaints but no major improvements either. I was prescribed Ciprofloxacin for uti.	6	May 07, 2016	142
2802	Simvastatin	High Cholesterol	I noticed improvement within the first week. I was prescribed Simvastatin for high cholesterol.	10	April 14, 2015	93
2803	Synthroid	Hypothyroidism	No major complaints but no major improvements either. I was prescribed Synthroid for hypothyroidism.	6	October 04, 2019	54
2804	Amoxicillin	Pneumonia	Caused severe headaches and nausea. I was prescribed Amoxicillin for pneumonia.	3	March 13, 2019	45
2805	Amlodipine	High Blood Pressure	Results are hit or miss. Some days are better than others. I was prescribed Amlodipine for high blood pressure.	5	January 18, 2019	134
2806	Yaz	Birth Control	Gained significant weight while on this medication. I was prescribed Yaz for birth control.	1	June 25, 2018	84
2807	Hydroxyzine	Anxiety	Average medication. Does what it is supposed to do. I was prescribed Hydroxyzine for anxiety.	5	August 21, 2020	3
2808	Levofloxacin	Pneumonia	Terrible side effects made me stop taking it. I was prescribed Levofloxacin for pneumonia.	3	April 05, 2022	70
2809	Amoxicillin	UTI	This medication has been a lifesaver. I was prescribed Amoxicillin for uti.	8	October 19, 2022	180
2810	Trazodone	Insomnia	No major complaints but no major improvements either. I was prescribed Trazodone for insomnia.	4	August 23, 2015	146
2811	Metoprolol	High Blood Pressure	Been on this for a while. Seems to help somewhat. I was prescribed Metoprolol for high blood pressure.	5	February 02, 2022	116
2812	Trimethoprim	UTI	Results are hit or miss. Some days are better than others. I was prescribed Trimethoprim for uti.	4	April 06, 2022	192
2813	Adderall	ADHD	This medication has been a lifesaver. I was prescribed Adderall for adhd.	10	February 22, 2019	7
2814	Amoxicillin	Pneumonia	No major complaints but no major improvements either. I was prescribed Amoxicillin for pneumonia.	5	December 25, 2016	33
2815	Bupropion	Depression	Works well with minimal side effects. I was prescribed Bupropion for depression.	10	August 18, 2015	113
2816	Januvia	Diabetes Type 2	Works well with minimal side effects. I was prescribed Januvia for diabetes type 2.	8	February 06, 2021	71
2817	Yaz	Birth Control	Very effective treatment. I was prescribed Yaz for birth control.	7	July 15, 2022	81
2818	Isotretinoin	Acne	Been on this for a while. Seems to help somewhat. I was prescribed Isotretinoin for acne.	6	February 28, 2015	170
2819	Budesonide	Asthma	No major complaints but no major improvements either. I was prescribed Budesonide for asthma.	6	July 05, 2022	15
2820	Fluoxetine	Depression	Not worth the side effects. Very disappointed. I was prescribed Fluoxetine for depression.	1	August 27, 2016	186
2821	Ambien	Insomnia	Some improvement but still dealing with symptoms. I was prescribed Ambien for insomnia.	5	December 22, 2019	11
2822	Melatonin	Insomnia	Highly recommend to anyone dealing with this condition. I was prescribed Melatonin for insomnia.	8	August 04, 2019	44
2823	Losartan	High Blood Pressure	Average medication. Does what it is supposed to do. I was prescribed Losartan for high blood pressure.	5	April 15, 2021	89
2824	Hydroxyzine	Anxiety	My doctor took me off this due to adverse reactions. I was prescribed Hydroxyzine for anxiety.	2	May 16, 2021	178
2825	Venlafaxine	Depression	Results are hit or miss. Some days are better than others. I was prescribed Venlafaxine for depression.	5	December 28, 2015	29
2826	Fluoxetine	Depression	Works well with minimal side effects. I was prescribed Fluoxetine for depression.	10	January 30, 2017	81
2827	Lithium	Bipolar Disorder	I noticed improvement within the first week. I was prescribed Lithium for bipolar disorder.	9	February 12, 2015	55
2828	Propranolol	Migraine	It works okay but nothing spectacular. I was prescribed Propranolol for migraine.	5	February 14, 2023	63
2829	Loratadine	Allergies	I noticed improvement within the first week. I was prescribed Loratadine for allergies.	8	June 25, 2018	13
2830	Montelukast	Asthma	Some improvement but still dealing with symptoms. I was prescribed Montelukast for asthma.	5	February 16, 2018	35
2831	Quetiapine	Bipolar Disorder	Caused severe headaches and nausea. I was prescribed Quetiapine for bipolar disorder.	1	July 14, 2017	48
2832	Melatonin	Insomnia	Made my condition worse. Would not recommend. I was prescribed Melatonin for insomnia.	3	April 23, 2018	66
2833	Synthroid	Hypothyroidism	Works well with minimal side effects. I was prescribed Synthroid for hypothyroidism.	9	June 29, 2020	90
2834	Quetiapine	Bipolar Disorder	Average medication. Does what it is supposed to do. I was prescribed Quetiapine for bipolar disorder.	5	March 13, 2022	133
2835	Armour Thyroid	Hypothyroidism	It works okay but nothing spectacular. I was prescribed Armour Thyroid for hypothyroidism.	5	July 25, 2021	98
2836	Gabapentin	Pain	Been on this for a while. Seems to help somewhat. I was prescribed Gabapentin for pain.	5	May 12, 2017	179
2837	Simvastatin	High Cholesterol	My doctor recommended this and it really helped. I was prescribed Simvastatin for high cholesterol.	10	April 29, 2017	87
2838	Contrave	Obesity	Works well with minimal side effects. I was prescribed Contrave for obesity.	10	October 03, 2020	197
2839	NuvaRing	Birth Control	Great results overall. I was prescribed NuvaRing for birth control.	10	March 30, 2020	66
2840	Metformin	Diabetes Type 2	Been on this for a while. Seems to help somewhat. I was prescribed Metformin for diabetes type 2.	5	May 20, 2022	161
2841	Benzoyl Peroxide	Acne	Some improvement but still dealing with symptoms. I was prescribed Benzoyl Peroxide for acne.	6	March 28, 2020	150
2842	Meloxicam	Arthritis	Gained significant weight while on this medication. I was prescribed Meloxicam for arthritis.	2	March 28, 2019	168
2843	Lithium	Bipolar Disorder	Very effective treatment. I was prescribed Lithium for bipolar disorder.	9	November 12, 2022	26
2844	Sumatriptan	Migraine	Made my condition worse. Would not recommend. I was prescribed Sumatriptan for migraine.	3	September 23, 2019	121
2845	Meloxicam	Arthritis	No major complaints but no major improvements either. I was prescribed Meloxicam for arthritis.	6	February 15, 2016	47
2846	Rizatriptan	Migraine	Made my condition worse. Would not recommend. I was prescribed Rizatriptan for migraine.	3	March 27, 2020	139
2847	Tretinoin	Acne	Results are hit or miss. Some days are better than others. I was prescribed Tretinoin for acne.	4	November 30, 2021	116
2848	Valproate	Bipolar Disorder	Caused severe headaches and nausea. I was prescribed Valproate for bipolar disorder.	3	April 23, 2020	62
2849	Trazodone	Insomnia	Been on this for a while. Seems to help somewhat. I was prescribed Trazodone for insomnia.	4	October 15, 2018	123
2850	Montelukast	Asthma	It works okay but nothing spectacular. I was prescribed Montelukast for asthma.	4	August 17, 2017	195
2851	Phentermine	Obesity	Results are hit or miss. Some days are better than others. I was prescribed Phentermine for obesity.	4	October 11, 2019	198
2852	Doxepin	Insomnia	Changed my life for the better. Finally feel normal again. I was prescribed Doxepin for insomnia.	8	April 27, 2015	41
2853	Orlistat	Obesity	Initially helped but stopped working after a month. I was prescribed Orlistat for obesity.	3	September 10, 2021	178
2854	Orlistat	Obesity	Been on this for a while. Seems to help somewhat. I was prescribed Orlistat for obesity.	6	July 25, 2016	33
2855	Methotrexate	Arthritis	Works well with minimal side effects. I was prescribed Methotrexate for arthritis.	9	June 20, 2018	196
